'Company Name', 'Internationale Vorwahl', 'Telefon', 'Telefax', 'Email', 'Internet', 'Bankverbindung', 'Straße-Adresse', 'Hausnummer', 'PLZ', 'Ort', 'Regierungsbezirk', 'Bundesland', 'Land', 'Zusätzl. Informationen', 'Rechtsform (kurz)', 'Hauptbranche WZ 2008', 'Top-Management'
Butulla & Zidek Gesellschaft m.b.H.,+43,01 7073817,01 707381720, butulla_zidek@partner.renault.at, www.renault.co.at? 		  www.renault-wien-news.at,BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse Aktiengesellschaft 1018 Wien (14000),Wiener Straße,50,2320,Schwechat,Wien-Umgebung,Niederösterreich,AT,Schwechat,GmbH,45110Handel mit Kraftwagen mit einem Gesamtgewicht von 3?5 t oder weniger,Geschäftsführer? vertritt seit 23.06.1992 selbständig|Norbert Butulla (m)f400084470#p400084470?400228316?120iconCompProfLink1958? Wien|N/A|23.06.1992|
Buy Sino & Entertainment GmbH,+43,03159 3064,03159 3724, office@buysino.at, www.buysino.at,N/A,Bairisch Kölldorf,121,8344,Bad Gleichenberg,Feldbach,Steiermark,AT,Bad Gleichenberg,GmbH,56104Cafés,Geschäftsführer? vertritt seit 29.03.2007 selbständig|Maria Schmid (w)f401602708#p401602708?400497626?120iconCompProfLink1965? Bairisch Kölldorf|N/A|29.03.2007|
buy & fly Reisen GmbH,+43,01 2093795,N/A, N/A,N/A,N/A,Knappweg,3,1220,Wien,Wien 22.?Donaustadt,Wien,AT,Wien,GmbH,79110Reisebüros,Geschäftsführer? vertritt seit 08.12.2004 selbständig|Friedrich Frühwirth (m)f401449862#p401449862?400951250?120iconCompProfLink1964? Wien|N/A|08.12.2004|
buymore GmbH,+43,0732 797873,0660 337978730, info@buymore.at, www.buymore.at,N/A,Blütenstr.,15,4040,Linz,Linz(Stadt),Oberösterreich,AT,Linz,GmbH,46433Großhandel mit Geräten der Unterhaltungselektronik,Geschäftsführer? vertritt seit 18.12.2013 selbständig|Maria Hasler (w)f401453179#p401453179?402405542?120iconCompProfLink1976? Engerwitzdorf|N/A|09.01.2014|
BVH Tankstellenbetrieb GmbH,+43,N/A,N/A, N/A,N/A,N/A,Nestelberg,20,8452,Großklein,Leibnitz,Steiermark,AT,Großklein,GmbH,47301Einzelhandel in fremdem Namen mit Motorenkraftstoffen (Agenturtankstellen),Geschäftsführer? vertritt seit 30.11.2015 selbständig|Birgit Tuchschaden (w)f402499884#p402499884?401921551?120iconCompProfLink1974? Großklein|N/A|04.12.2015|
BVS-Wassertechnik GmbH,+43,01 66503530,01 665035322, vertrieb.austria@bvs-wassertechnik.at, www.bvs-wassertechnik.at,Erste Bank der oesterreichischen Sparkassen AG 1010 Wien? UniCredit Bank Austria AG 1010 Wien (20111? 12000),Mosetiggasse,3,1230,Wien,Wien 23.?Liesing,Wien,AT,Wien,GmbH,28990Herstellung von Maschinen für sonstige bestimmte Wirtschaftszweige a. n. g.,Geschäftsführer? vertritt seit 01.01.2016 gemeinsam mit einem weiteren Geschäftsführer oder einem Prokuristen|Dipl.Ing. Matthias Miksch (m)f400009065#p400009065?402543578?120iconCompProfLink1982? Brunn am Gebirge|N/A|13.01.2016|!Geschäftsführer? vertritt seit 03.12.2012 gemeinsam mit einem Geschäftsführer oder einem weiteren Prokuristen|Ingenieur Egon Motschnig (m)f400009065#p400009065?402341212?120iconCompProfLink1964? Klagenfurt|N/A|13.01.2016|!Geschäftsleitung? vertritt seit 07.03.2013 gemeinsam mit einem Geschäftsführer oder einem weiteren Prokuristen|Susanne Glier (w)f400009065#p400009065?401690526?131iconCompProfLink1960? Pottendorf|Prokura|21.03.2013|
BVT Beschichtungs- und Verschleiß- technik Gesellschaft m.b.H.,+43,03136 816260,03136 8162625, office@bvt.at, www.bvt.at,Raiffeisenbank Leoben-Bruck eGen 8700 Leoben (38460),Industriestraße,13,8502,Lannach,Deutschlandsberg,Steiermark,AT,Lannach,GmbH,25610Oberflächenveredlung und Wärmebehandlung,Geschäftsführer? vertritt seit 07.05.2003 selbständig|Josef Kranabetter (m)f400062331#p400062331?401349402?120iconCompProfLink1966? Frauental an der Laßnitz|N/A|20.05.2003|!Geschäftsführer? vertritt seit 31.10.2000 selbständig|Rudolf F. Zahradnik (m)f400062331#p400062331?400422287?120iconCompProfLink1942? Paasdorf|N/A|14.12.2000|!Geschäftsleitung? vertritt seit 14.10.2011 gemeinsam mit einem Geschäftsführer oder einem weiteren Prokuristen|Claudia Suppan (w)f400062331#p400062331?402220448?131iconCompProfLink1982? Preding|Prokura|25.10.2011|
BVZ Burgenländische Volkszeitung GmbH,+43,02682 65599,N/A, N/A,N/A,N/A,Hauptstraße,52,7000,Eisenstadt,Eisenstadt(Stadt),Burgenland,AT,Eisenstadt,GmbH,58130Verlegen von Zeitungen,Geschäftsführer? vertritt seit 01.12.2016 selbständig|Friedrich Dungl (m)f401969773#p401969773?401213318?120iconCompProfLink1967? Wolfpassing|N/A|07.06.2016|!Geschäftsleitung? vertritt seit 01.12.2016 gemeinsam mit einem/einer Geschäftsführer/in oder einer/einem weiteren Prokuristin/Prokuristen|Georg Schröder (m)f401969773#p401969773?402595979?131iconCompProfLink1961? Kirchstetten|Prokura|15.12.2016|
BW HandelsgesmbH,+43,0650 8107894,0316 295525, welcome@artesianspas-europe.com, www.artesianspas-europe.com,Raiffeisenbank Pischelsdorf-Stubenberg eGen 8212 Pischelsdorf in der Steiermark (38285),Markusgasse,36,8055,Graz,Graz(Stadt),Steiermark,AT,Graz,GmbH,46492Großhandel mit Fahrrädern? Fahrradteilen und -zubehör? Sport- und Campingartikeln (ohne Campingmöbel),Geschäftsführer? vertritt seit 19.12.2016 selbständig|Mag. Egon Gruber (m)f402310466#p402310466?401601739?120iconCompProfLink1973? Graz|N/A|28.12.2016|
BWM Architekten und Partner ZT GmbH,+43,01 2059070,01 205907020, office@bwm.at, www.bwm.at,N/A,Margaretenplatz,4,1050,Wien,Wien  5.?Margareten,Wien,AT,Wien,GmbH,71111Architekturbüros für Hochbau,Geschäftsführer? vertritt seit 29.05.2004 selbständig|Mag. Erich Bernard (m)f401408874#p401408874?400955829?120iconCompProfLink1965? Wien|N/A|29.05.2004|
BWS Autotreff Kfz-Technik und Handel GmbH,+43,07242 660810,07242 6608115, mazda@bws-autotreff.at, www.bws-autotreff.at,Allgemeine Sparkasse Oberösterreich Bankaktiengesellschaft 4020 Linz (20320),Linzer Straße,244,4600,Wels,Wels(Stadt),Oberösterreich,AT,Wels,GmbH,45110Handel mit Kraftwagen mit einem Gesamtgewicht von 3?5 t oder weniger,Geschäftsführer? vertritt seit 16.07.1993 gemeinsam mit einem weiteren Geschäftsführer|Robert Berger (m)f400415076#p400415076?400415144?120iconCompProfLink1960? Sipbachzell|N/A|16.07.1993|!Geschäftsführer? vertritt seit 16.07.1993 gemeinsam mit einem weiteren Geschäftsführer|Erich Schönmair (m)f400415076#p400415076?400415147?120iconCompProfLink1957? Steinhaus|N/A|16.07.1993|
BWS Baustahlcenter GmbH,+43,02253 80301,02256 8209679, office@bws-baustahlcenter.at, www.bws-baustahlcenter.at,Raiffeisenregionalbank Wiener Neustadt reg.Gen.m.b.H. 2601 Sollenau (32758),Gewerbepark B,17,2524,Teesdorf,Baden,Niederösterreich,AT,Teesdorf,GmbH,46721Großhandel mit Eisenerzen? Eisen? Stahl? Eisen- und Stahlhalbzeug,Geschäftsführer? vertritt seit 02.10.1979 selbständig|Gerhard Spannagl (m)f400021889#p400021889?400130608?120iconCompProfLink1940? Aigen|N/A|02.10.1979|!Geschäftsführer? vertritt seit 15.01.2004 selbständig|Thomas Spannagl (m)f400021889#p400021889?400697149?120iconCompProfLink1973? Wien|N/A|31.01.2004|
BWS BEWEHRUNGSSTAHL GmbH,+43,02253 80303,02253 8030379, bws@bewehrungsstahl.at, www.bewehrungsstahl.at,Raiffeisenregionalbank Wiener Neustadt reg.Gen.m.b.H. 2700 Wr. Neustadt (32937),Gewerbepark B,17,2524,Teesdorf,Baden,Niederösterreich,AT,Teesdorf,GmbH,25502Herstellung von Gesenkschmiedeteilen,Geschäftsführer? vertritt seit 01.12.2003 selbständig|Thomas Spannagl (m)f400511157#p400511157?400697149?120iconCompProfLink1973? Wien|N/A|14.01.2004|
BWS Brand-, Wasser- und Sturmschadensanierungs GesmbH & Co KG,+43,0800 201225,0732 66115550, office@bws.co.at, www.bws-sanierung.at,UniCredit Bank Austria AG 4020 Linz? Raiffeisenlandesbank Oberösterreich Aktiengesellschaft 4020 Linz (12800? 34000),Hollabererstraße,4,4020,Linz,Linz(Stadt),Oberösterreich,AT,Linz,KG,41201Bau von Gebäuden (ohne Fertigteilbau),N/A
BWT Pool & Water Technology GmbH,+43,06232 50110,06232 4058, office@bwt.at, www.bwt.at,UniCredit Bank Austria AG 5020 Salzburg (11950),Walter-Simmer-Straße,4,5310,Mondsee,Vöcklabruck,Oberösterreich,AT,Mondsee,GmbH,41201Bau von Gebäuden (ohne Fertigteilbau),Geschäftsführer? vertritt seit 04.12.2012 gemeinsam mit einem weiteren Geschäftsführer oder einem Prokuristen|Dipl.Ing. Stefan Ettinger (m)f402343843#p402343843?401747387?120iconCompProfLink1980? Ohlsdorf|N/A|04.12.2012|!Geschäftsführer? vertritt seit 04.12.2012 gemeinsam mit einem weiteren Geschäftsführer oder einem Prokuristen|Dr. Johannes Laimer (m)f402343843#p402343843?400100712?120iconCompProfLink1955? Salzburg-Aigen|N/A|04.12.2012|!Geschäftsleitung? vertritt seit 14.11.2014 gemeinsam mit einem/einer Geschäftsführer/in|Markus Halbartschlager (m)f402343843#p402343843?402459801?131iconCompProfLink1981? Mondsee|Prokura|28.11.2014|!Geschäftsleitung? vertritt seit 04.12.2012 gemeinsam mit einem Geschäftsführer|Veronika Raxendorfer (w)f402343843#p402343843?401479747?131iconCompProfLink1957? Wals|Prokura|04.12.2012|
BWT water + more GmbH,+43,06232 50111164,N/A, kundenservice@bwt.at, www.bwt-wam.com,UniCredit Bank Austria AG 5020 Salzburg (11950),Walter-Simmer-Straße,4,5310,Mondsee,Vöcklabruck,Oberösterreich,AT,Mondsee,GmbH,28990Herstellung von Maschinen für sonstige bestimmte Wirtschaftszweige a. n. g.,Geschäftsführer? vertritt seit 05.11.2015 gemeinsam mit einem/einer weiteren Geschäftsführer/in oder einer/einem Prokuristin/Prokuristen|Lutz-Mathias Hübner (m)f402072392#p402072392?401833303?120iconCompProfLink1959|N/A|20.11.2015|!Geschäftsführer? vertritt seit 06.05.2011 gemeinsam mit einem weiteren Geschäftsführer oder einem Prokuristen|Andreas Weißenbacher (m)f402072392#p402072392?400136392?120iconCompProfLink1959? Hintersee|N/A|06.05.2011|!Geschäftsleitung? vertritt seit 05.11.2015 gemeinsam mit einem/einer Geschäftsführer/in|Dipl.Ing. Christian Ehgartner (m)f402072392#p402072392?402535904?131iconCompProfLink1980? Salzburg|Prokura|20.11.2015|!Geschäftsleitung? vertritt seit 24.01.2013 gemeinsam mit einem Geschäftsführer|Veronika Raxendorfer (w)f402072392#p402072392?401479747?131iconCompProfLink1957? Wals|Prokura|24.01.2013|
Büchergilde Gutenberg,+43,N/A,01 20260066880, N/A,N/A,BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse Aktiengesellschaft 1018 Wien (14000),Theobaldgasse,19,1060,Wien,Wien  6.?Mariahilf,Wien,AT,Wien,eK,59202Verlegen von bespielten Tonträgern,N/A
Büchl Ges.m.b.H.,+43,07752 83720,07752 8372010, annahme-ried@autohaus-buechl.at, www.peugeot-buechl.at,Raiffeisenbank Region Pramtal reg.Gen.m.b.H. 4775 Taufkirchen an der Pram? Allgemeine Sparkasse Oberösterreich Bankaktiengesellschaft 4775 Taufkirchen an der Pram (34455? 20320),Hannesgrub Nord,20,4911,Tumeltsham,N/A,Oberösterreich,AT,Tumeltsham,GmbH,45110Handel mit Kraftwagen mit einem Gesamtgewicht von 3?5 t oder weniger,Geschäftsführer? vertritt seit 19.11.1991 selbständig|Friedrich Josef Büchl (m)f400326460#p400326460?400435431?120iconCompProfLink1956? St. Martin im Innkreis|N/A|19.11.1991|!Geschäftsleitung? vertritt seit 28.06.2012 selbständig|Clemens Büchl (m)f400326460#p400326460?402218166?131iconCompProfLink1989? Taufkirchen an der Pram|Prokura|30.06.2012|
Büchler GesmbH,+43,02273 21770,02273 217722, office@buechler.at, www.buechler.at,Volksbank Tullnerfeld eG 3433 Königstetten (40630),Wipfingerstraße,23,3433,Königstetten,Tulln,Niederösterreich,AT,Königstetten,GmbH,46692Großhandel mit sonstigen Maschinen,Geschäftsführer? vertritt seit 01.01.2014 selbständig|Hannelore Büchler (w)f401218088#p401218088?400486182?120iconCompProfLink1954? Königstetten|N/A|03.01.2014|
Bühler AG,+43,0662 4301210,0662 43012121, office.salzburg@buhlergroup.com, www.buhlergroup.com,Oberbank AG? Zweigniederlassung Salzburg 5020 Salzburg (15090),Münchner Bundesstraße,142,5020,Salzburg,Salzburg(Stadt),Salzburg,AT,Salzburg,AG,28930Herstellung von Maschinen für die Nahrungs- und Genussmittelerzeugung und die Tabakverarbeitung,Vorstand? Vorsitzender vertritt seit 29.09.2006 gemeinsam mit einem weiteren Mitglied des Verwaltungsrates oder einem weiteren vertretungsbefugten Organ|Urs Bühler (m)f401554611#p401554611?401572743?113iconCompProfLink1943|N/A|05.10.2006|!Vorstand? Mitglied vertritt seit 29.09.2006 gemeinsam mit einem weiteren Mitglied des Verwaltungsrates oder einem weiteren vertretungsbefugten Organ|Dr. Hans Ulrich Dörig (m)f401554611#p401554611?401572748?113iconCompProfLink|N/A|05.10.2006|!Vorstand? Mitglied vertritt seit 29.09.2006 gemeinsam mit einem weiteren Mitglied des Verwaltungsrates oder einem weiteren vertretungsbefugten Organ|Calvin Grieder (m)f401554611#p401554611?401572746?113iconCompProfLink1955|N/A|05.10.2006|!Vorstand? Mitglied vertritt seit 29.09.2006 gemeinsam mit einem weiteren Mitglied des Verwaltungsrates oder einem weiteren vertretungsbefugten Organ|Hans Jörg Löliger (m)f401554611#p401554611?401572747?113iconCompProfLink1943|N/A|05.10.2006|!Vorstand? Mitglied vertritt seit 29.09.2006 gemeinsam mit einem weiteren Mitglied des Verwaltungsrates oder einem weiteren vertretungsbefugten Organ|Peter Quadri (m)f401554611#p401554611?401513534?113iconCompProfLink1945|N/A|05.10.2006|!Vorstand? Stellvertreter des Vorsitzenden vertritt seit 29.09.2006 gemeinsam mit einem weiteren Mitglied des Verwaltungsrates oder einem weiteren vertretungsbefugten Organ|Dr. Benno Schneider (m)f401554611#p401554611?401572744?113iconCompProfLink1942|N/A|05.10.2006|!Vorstand? Mitglied vertritt seit 29.09.2006 gemeinsam mit einem weiteren Mitglied des Verwaltungsrates oder einem weiteren vertretungsbefugten Organ|Erwin Schurtenberger (m)f401554611#p401554611?401572745?113iconCompProfLink1940|N/A|05.10.2006|
Büll & Söhne Gesellschaft m.b.H.,+43,02236 290770,N/A, office@buell-unternehmensberatung.com, www.buell-unternehmensberatung.com,N/A,Brown-Boveri-Straße,8,2351,Wr. Neudorf,Mödling,Niederösterreich,AT,Wr. Neudorf,GmbH,47999Sonstiger Einzelhandel a. n. g. (nicht in Verkaufsräumen),Geschäftsführer? vertritt seit 18.03.1993 selbständig|Ingenieur Detlef Büll (m)f400089121#p400089121?400241394?120iconCompProfLink1954? Perchtoldsdorf|N/A|05.04.1993|
BÜRGER GmbH,+43,02635 666660,02635 6666632, office@buerger-gmbh.at, www.buerger-gmbh.at,N/A,Triester Straße,7,2620,Neunkirchen,Neunkirchen,Niederösterreich,AT,Neunkirchen,GmbH,43220Gas-? Wasser-? Heizungs- sowie Lüftungs- und Klimainstallation,Geschäftsführer? vertritt seit 11.08.2006 gemeinsam mit einem weiteren Geschäftsführer|Ingenieur Andreas Bürger (m)f400541440#p400541440?401564868?120iconCompProfLink1972? Neunkirchen|N/A|22.08.2006|!Geschäftsführer? vertritt seit 11.08.2006 gemeinsam mit einem weiteren Geschäftsführer|Ingenieur Michael Bürger (m)f400541440#p400541440?401564867?120iconCompProfLink1969? Neunkirchen|N/A|22.08.2006|
Bürger&Svetits Vertriebs KG,+43,0463 918307,N/A, orkybuerger@hotmail.com, www.orky.at,N/A,Eschenweg,8,9586,Fürnitz,Villach(Stadt),Kärnten,AT,Fürnitz,KG,47599Einzelhandel mit Haushaltsgegenständen a. n. g.,N/A
Bürkert-Contromatic Gesellschaft m.b.H.,+43,01 89413330,01 8941300, info@buerkert.at, www.buerkert.at,BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse Aktiengesellschaft 1020 Wien? UniCredit Bank Austria AG 1030 Wien (14900? 20151),Diefenbachgasse,1-3,1150,Wien,Wien 15.?Rudolfsheim-Fünfhaus,Wien,AT,Wien,GmbH,46693Großhandel mit sonstigen Ausrüstungen und Zubehör für Maschinen sowie mit technischem Bedarf,Geschäftsführer? vertritt seit 29.11.1994 selbständig|Dipl.Ing. Josef Puntus (m)f400002018#p400002018?400183681?120iconCompProfLink1947? Wien|N/A|28.01.1995|
Büro Dr. Lengyel Ziviltechniker GmbH,+43,01 79824000,01 798240055, office@bdl.at, www.bdl.at,UniCredit Bank Austria AG 1030 Wien (20151),Rennweg,46-50,1030,Wien,Wien  3.?Landstraße,Wien,AT,Wien,GmbH,71121Ingenieurbüros für bautechnische Gesamtplanung,Geschäftsführer? vertritt seit 29.12.1995 selbständig|Dipl.Ing. Wolfgang Geyer (m)f400811690#p400811690?400811694?120iconCompProfLink1957? Wien|N/A|29.12.1995|!Geschäftsführer? vertritt seit 29.12.1995 selbständig|Dipl.Ing. Roland Hohenauer (m)f400811690#p400811690?400811695?120iconCompProfLink1959? Wien|N/A|29.12.1995|!Geschäftsführer? vertritt seit 29.12.1995 selbständig|Dipl.Ing. Alexander Lengyel (m)f400811690#p400811690?400811693?120iconCompProfLink1963? Hinterbrühl|N/A|29.12.1995|
Büro Handel GmbH,+43,05 08150,05 081593400, office@buerohandel.at, www.buerohandel.at,Oberbank AG? Zweigniederlassung Wels 4600 Wels? Volksbank Wels-Linz-Mühlviertel-Holding e. Gen. 4600 Wels? Allgemeine Sparkasse Oberösterreich Bankaktiengesellschaft 4020 Linz (15130? 44800? 20320),Vogelweiderstraße,37,4600,Wels,Wels(Stadt),Oberösterreich,AT,Wels,GmbH,46494Großhandel mit Karton? Papier? Pappe? Schreibwaren? Bürobedarf? Büchern? Zeitschriften und Zeitungen,Geschäftsführer? vertritt seit 05.03.2012 selbständig|Alois Heigenhauser (m)f400853945#p400853945?400757279?120iconCompProfLink1965? Adnet|N/A|08.03.2012|!Geschäftsführer? vertritt seit 13.08.2010 selbständig|Dr. Richard Scharmann (m)f400853945#p400853945?400999057?120iconCompProfLink1967? Gunskirchen|N/A|19.08.2010|
Büro & Kassentechnik Grojer GmbH,+43,0463 57062,0463 5706215, N/A, www.grojer.com,UniCredit Bank Austria AG 9010 Klagenfurt (12780),Mießtalerstraße,13,9020,Klagenfurt,Klagenfurt(Stadt),Kärnten,AT,Klagenfurt,GmbH,46494Großhandel mit Karton? Papier? Pappe? Schreibwaren? Bürobedarf? Büchern? Zeitschriften und Zeitungen,Geschäftsführer? vertritt seit 10.10.2006 selbständig|Wolfgang Grojer (m)f401573445#p401573445?400394519?120iconCompProfLink1955? Launsdorf|N/A|10.10.2006|
Bürofachmarkt GmbH,+43,0732 7740440,0732 77404421, office@bueroland.at, www.bueroland.at,Oberbank AG 4020 Linz? VOLKSKREDITBANK AG 4010 Linz (15000? 18600),Garnisonstraße,13,4020,Linz,Linz(Stadt),Oberösterreich,AT,Linz,GmbH,46494Großhandel mit Karton? Papier? Pappe? Schreibwaren? Bürobedarf? Büchern? Zeitschriften und Zeitungen,Geschäftsführer? vertritt seit 01.03.2006 selbständig|Klaus Wiesmayr (m)f401270317#p401270317?401270319?120iconCompProfLink1978? Linz|N/A|17.03.2006|
Büromöbel-VertriebsGmbH,+43,0732 794303,0732 79430313, office-linz@steelcase-bmv.at, www.steelcase-bmv.at,Allgemeine Sparkasse Oberösterreich Bankaktiengesellschaft 4020 Linz? Oberbank AG 4060 Leonding (20320? 15007),Welser Straße,45,4060,Leonding,Linz-Land,Oberösterreich,AT,Leonding,GmbH,46650Großhandel mit Büromöbeln,Geschäftsführer? vertritt seit 03.03.2014 selbständig|Herbert Gruber (m)f400075678#p400075678?400518658?120iconCompProfLink1949? Marchtrenk|N/A|13.03.2014|!Geschäftsführer? vertritt seit 01.09.2010 selbständig|Wolfgang Gruber (m)f400075678#p400075678?400931260?120iconCompProfLink1974? Marchtrenk|N/A|08.09.2010|
Bürosysteme Obwexer & Habjan Gesellschaft m.b.H. & Co KG,+43,04852 640000,04852 6400013, office@buerosysteme.at, www.buerosysteme.at,Volksbank Osttirol registrierte Genossenschaft mit beschränkter Haftung 9900 Lienz (40730),Maximilianstraße,20,9900,Lienz,Lienz,Tirol,AT,Lienz,KG,46660Großhandel mit sonstigen Büromaschinen und -einrichtungen,
Bürosysteme Petric GmbH,+43,0316 587953,0316 58795320, office@xerox-styria.at? 		office@xerox-partner.at, www.xerox-styria.at? 		  www.xerox-partner.at,Steiermärkische Bank und Sparkassen Aktiengesellschaft 8020 Graz (20815),Reininghausstraße,13,8020,Graz,Graz(Stadt),Steiermark,AT,Graz,GmbH,46660Großhandel mit sonstigen Büromaschinen und -einrichtungen,Geschäftsführer? vertritt seit 08.12.2005 selbständig|Stefan Petric (m)f401517612#p401517612?401517613?120iconCompProfLink1973? Seiersberg|N/A|08.12.2005|!Geschäftsleitung? vertritt seit 13.04.2016 selbständig|Dipl.Ing. Marlene Drexler (w)f401517612#p401517612?402425839?131iconCompProfLink1982? Kalsdorf|Prokura|20.04.2016|
Bürotechnik Seif GmbH,+43,02732 86557,02732 8655757, technik@seif.at, www.seif.at,N/A,Landersdorfer Straße,69,3500,Krems an der Donau,Krems an der Donau(Stadt),Niederösterreich,AT,Krems an der Donau,GmbH,46494Großhandel mit Karton? Papier? Pappe? Schreibwaren? Bürobedarf? Büchern? Zeitschriften und Zeitungen,Geschäftsführer? vertritt seit 18.03.2008 selbständig|Stefan Seif (m)f401664829#p401664829?401664830?120iconCompProfLink1982? Krems an der Donau|N/A|18.03.2008|
Büsscher & Hoffmann Gesellschaft m.b.H.,+43,N/A,07223 8232342, office@bueho.at, www.bueho.at,Raiffeisenbank Enns eGen 4470 Enns? Allgemeine Sparkasse Oberösterreich Bankaktiengesellschaft 4020 Linz? VB Enns-St. Valentin Beteiligung e.G. 4470 Enns (34157? 20320? 43920),Fabrikstraße,2,4470,Enns,Linz-Land,Oberösterreich,AT,Enns,GmbH,32990Herstellung von sonstigen Erzeugnissen a. n. g.,Geschäftsführer? vertritt seit 26.09.2005 gemeinsam mit einem weiteren Geschäftsführer oder einem Prokuristen|Dr. Johann Franz Kwizda (m)f400001825#p400001825?401379117?120iconCompProfLink1947? Wien|N/A|03.12.2005|!Geschäftsführer? vertritt seit 01.01.2008 gemeinsam mit einem Geschäftsführer|Dipl.Ing. Karl Landl (m)f400001825#p400001825?401653017?120iconCompProfLink1975? Enns|N/A|08.08.2012|!Geschäftsleitung? vertritt seit 15.10.2013 gemeinsam mit einem Geschäftsführer|Mag. Johannes E. Kwizda (m)f400001825#p400001825?402393320?131iconCompProfLink1979? Wien|Prokura|24.10.2013|!Geschäftsleitung? vertritt seit 01.12.2005 gemeinsam mit einem Geschäftsführer|Friedrich Matscheko (m)f400001825#p400001825?401516755?131iconCompProfLink1955? Enns|Prokura|03.12.2005|
